id,doi,title,author,journaltitle,volume,issue,pubdate,pagerange,publisher,type,reviewed-work
10.2307/279154,10.2307/279154	,Sujang: A Stirrup Spout Vessel from Nigeria	,Zena Pearlstone	,American Antiquity	,38	,4	,1973-10-01T00:00:00Z	,pp. 482-486	,Society for American Archaeology	,fla	,	,
10.2307/25470496,10.2307/25470496	,Correction: Land Use_ Political Complexity_ and Urbanism in Mainland Southeast Asia	,	,American Antiquity	,73	,3	,2008-07-01T00:00:00Z	,	,Society for American Archaeology	,fla	,	,
10.2307/279316,10.2307/279316	,Culture Sequence at the Old Fort_ Saline County_ Missouri	,W. Raymond Wood	,American Antiquity	,38	,1	,1973-01-01T00:00:00Z	,pp. 101-111	,Society for American Archaeology	,fla	,	,
10.2307/276791,10.2307/276791	,Fluted Points in Ontario	,Kenneth E. Kidd	,American Antiquity	,16	,3	,1951-01-01T00:00:00Z	,p. 260	,Society for American Archaeology	,fla	,	,
10.2307/279373,10.2307/279373	,The Evidence for Complex Exchange Systems among the Ancient Maya	,Marshall Joseph Becker	,American Antiquity	,38	,2	,1973-04-01T00:00:00Z	,pp. 222-223	,Society for American Archaeology	,fla	,	,
10.2307/2693986,10.2307/2693986	,Middle Woodland Culture History in the Great Lakes Riverine Area	,Stuart Struever	,American Antiquity	,31	,2	,1965-10-01T00:00:00Z	,pp. 211-223	,Society for American Archaeology	,fla	,	,
10.2307/280280,10.2307/280280	,Some Opinions about Recovering Mind	,Mark P. Leone	,American Antiquity	,47	,4	,1982-10-01T00:00:00Z	,pp. 742-760	,Society for American Archaeology	,fla	,	,
10.2307/276453,10.2307/276453	,Comment on "Method and Theory in American Archeology"	,Philip Phillips	Gordon R. Willey	,American Antiquity	,23	,2	,1957-10-01T00:00:00Z	,p. 185	,Society for American Archaeology	,fla	,	,
10.2307/275789,10.2307/275789	,Thoughts on Utah Archaeology	,Carling Malouf	,American Antiquity	,9	,3	,1944-01-01T00:00:00Z	,pp. 319-328	,Society for American Archaeology	,fla	,	,
10.2307/280051,10.2307/280051	,New Perspectives on Moche Metallurgy: Techniques of Gilding Copper at Loma Negra_ Northern Peru	,Heather Lechtman	Antonieta Erlij	Edward J. Barry_ Jr.	,American Antiquity	,47	,1	,1982-01-01T00:00:00Z	,pp. 3-30	,Society for American Archaeology	,fla	,	,
10.2307/281783,10.2307/281783	,Recognition of Bituminous Coal Contaminants in Radiocarbon Samples	,Kenneth B. Tankersley	Cheryl Ann Munson	Donald Smith	,American Antiquity	,52	,2	,1987-04-01T00:00:00Z	,pp. 318-330	,Society for American Archaeology	,fla	,	,
10.2307/278321,10.2307/278321	,"Hit-and-Run" Archaeology: A Reply to Euler	,Stephen C. Jett	,American Antiquity	,34	,1	,1969-01-01T00:00:00Z	,pp. 85-87	,Society for American Archaeology	,fla	,	,
10.2307/278567,10.2307/278567	,Comments on Mouse Creek-Yuchi Identification	,Carol Irwin Mason	,American Antiquity	,28	,4	,1963-04-01T00:00:00Z	,pp. 550-551	,Society for American Archaeology	,fla	,	,
10.2307/279592,10.2307/279592	,Ceramic Longevity and Archaeological Interpretation: An Example from the Upper Ucayali_ Peru	,Warren R. Deboer	,American Antiquity	,39	,2	,1974-04-01T00:00:00Z	,pp. 335-343	,Society for American Archaeology	,fla	,	,
10.2307/25470477,10.2307/25470477	,The Mexican Connection and the Far West of the U.S. Southeast	,Nancy Marie White	Richard A. Weinstein	,American Antiquity	,73	,2	,2008-04-01T00:00:00Z	,pp. 227-277	,Society for American Archaeology	,fla	,	,
10.2307/20622473,10.2307/20622473	,The Jim Pitts Site: A Stratified Paleoindian Site in the Black Hills of South Dakota	,Frederic Sellet	James Donohue	Matthew G. Hill	,American Antiquity	,74	,4	,2009-10-01T00:00:00Z	,pp. 735-758	,Society for American Archaeology	,fla	,	,
10.2307/282511,10.2307/282511	,Applying Photogrammetric Mapping: A Case Study from Northern New Mexico	,Winifred Creamer	Jonathan Haas	Thomas Mann	,American Antiquity	,62	,2	,1997-04-01T00:00:00Z	,pp. 285-299	,Society for American Archaeology	,fla	,	,
10.2307/275510,10.2307/275510	,Taxonomy and the Direct Historical Approach	,W. C. McKern	,American Antiquity	,8	,2	,1942-10-01T00:00:00Z	,pp. 170-172	,Society for American Archaeology	,fla	,	,
10.2307/280787,10.2307/280787	,Comments on "A Reconsideration of Aboriginal Fishing Strategies in the Northern Great Lakes Region" by Susan R. Martin	,Charles E. Cleland	,American Antiquity	,54	,3	,1989-07-01T00:00:00Z	,pp. 605-609	,Society for American Archaeology	,fla	,	,
10.2307/276164,10.2307/276164	,The Second Mammoth and Associated Artifacts at Santa Isabel Iztapan_ Mexico	,Luis Aveleyra A. de Anda	,American Antiquity	,22	,1	,1956-07-01T00:00:00Z	,pp. 12-28	,Society for American Archaeology	,fla	,	,
10.2307/277012,10.2307/277012	,Comments on Incense Burners from Copan_ Honduras	,Stephan F. de Borhegyi	,American Antiquity	,20	,3	,1955-01-01T00:00:00Z	,pp. 284-286	,Society for American Archaeology	,fla	,	,
10.2307/279241,10.2307/279241	,The Status of Archaeological Research Design in Cultural Resource Management	,Albert C. Goodyear	L. Mark Raab	Timothy C. Klinger	,American Antiquity	,43	,2	,1978-04-01T00:00:00Z	,pp. 159-173	,Society for American Archaeology	,fla	,	,
10.2307/278819,10.2307/278819	,Small Pressures and Cultural Drift as Explanations for Abandonment of the San Juan Area_ New Mexico and Arizona	,Emma Lou Davis	,American Antiquity	,30	,3	,1965-01-01T00:00:00Z	,pp. 353-355	,Society for American Archaeology	,fla	,	,
10.2307/281646,10.2307/281646	,The Isthmus and the Valley of Oaxaca: Questions about Zapotec Imperialism in Formative Period Mesoamerica	,Robert N. Zeitlin	,American Antiquity	,55	,2	,1990-04-01T00:00:00Z	,pp. 250-261	,Society for American Archaeology	,fla	,	,
10.2307/4128420,10.2307/4128420	,The Underwater Archaeology of Paleolandscapes_ Apalachee Bay_ Florida	,Michael K. Faught	,American Antiquity	,69	,2	,2004-04-01T00:00:00Z	,pp. 275-289	,Society for American Archaeology	,fla	,	,
10.2307/280241,10.2307/280241	,1_000 Years of New World Archaeology	,Ralph M. Rowlett	,American Antiquity	,47	,3	,1982-07-01T00:00:00Z	,pp. 652-654	,Society for American Archaeology	,fla	,	,
10.2307/277285,10.2307/277285	,The New Mexico Program in Highway Archaeological Salvage	,Fred Wendorf	,American Antiquity	,23	,1	,1957-07-01T00:00:00Z	,pp. 74-79	,Society for American Archaeology	,fla	,	,
10.2307/275277,10.2307/275277	,A Geologically Dated Camp Site_ Georgian Bay_ Ontario	,E. F. Greenman	George M. Stanley	,American Antiquity	,5	,3	,1940-01-01T00:00:00Z	,pp. 194-199	,Society for American Archaeology	,fla	,	,
10.2307/277643,10.2307/277643	,Further Comment on the Sheep Island Site_ McNary Reservoir_ Washington	,Thomas R. Garth	,American Antiquity	,30	,1	,1964-07-01T00:00:00Z	,pp. 100-103	,Society for American Archaeology	,fla	,	,
10.2307/275305,10.2307/275305	,A Prototype for the Southern Cult	,Gordon R. Willey	,American Antiquity	,13	,4	,1948-04-01T00:00:00Z	,pp. 328-330	,Society for American Archaeology	,fla	,	,
10.2307/278963,10.2307/278963	,Pre-Valdivia Occupations on the Southwest Coast of Ecuador	,Henning Bischof	Julio Viteri Gamboa	,American Antiquity	,37	,4	,1972-10-01T00:00:00Z	,pp. 548-551	,Society for American Archaeology	,fla	,	,
10.2307/278495,10.2307/278495	,The Applied Science Center for Archaeology	,Froelich Rainey	,American Antiquity	,29	,2	,1963-10-01T00:00:00Z	,pp. 237-239	,Society for American Archaeology	,fla	,	,
10.2307/282305,10.2307/282305	,The Intensity of Maize Processing and Production in Upland Mogollon Pithouse Villages A.D. 200-1000	,Michael W. Diehl	,American Antiquity	,61	,1	,1996-01-01T00:00:00Z	,pp. 102-115	,Society for American Archaeology	,fla	,	,
10.2307/276173,10.2307/276173	,Stone Crosses with a Cuicuilco Burial	,Jack T. Hughes	,American Antiquity	,22	,1	,1956-07-01T00:00:00Z	,pp. 80-82	,Society for American Archaeology	,fla	,	,
10.2307/25470459,10.2307/25470459	,The Role of Basketry in Early Holocene Small Seed Exploitation: Implications of a Ca. 9_000 Year-Old Basket from Cowboy Cave_ Utah	,Phil R. Geib	Edward A. Jolie	,American Antiquity	,73	,1	,2008-01-01T00:00:00Z	,pp. 83-102	,Society for American Archaeology	,fla	,	,
10.2307/280453,10.2307/280453	,Chemical Weathering of Bone in Archaeological Soils	,E. M. White	L. A. Hannus	,American Antiquity	,48	,2	,1983-04-01T00:00:00Z	,pp. 316-322	,Society for American Archaeology	,fla	,	,
10.2307/40035310,10.2307/40035310	,The Devil Is in the Details: The Cascade Model of Invention Processes	,Michael Brian Schiffer	,American Antiquity	,70	,3	,2005-07-01T00:00:00Z	,pp. 485-502	,Society for American Archaeology	,fla	,	,
10.2307/280484,10.2307/280484	,The Formation of the Society for American Archaeology	,James B. Griffin	,American Antiquity	,50	,2	,1985-04-01T00:00:00Z	,pp. 261-271	,Society for American Archaeology	,fla	,	,
10.2307/2694034,10.2307/2694034	,Reply to Ellis' "Comment" on "Pueblo Indian Migrations"	,Stephen C. Jett	,American Antiquity	,31	,1	,1965-07-01T00:00:00Z	,pp. 116-118	,Society for American Archaeology	,fla	,	,
10.2307/276770,10.2307/276770	,An Unusual Decorated Steatite Slab from Northwestern California	,Robert F. Heizer	,American Antiquity	,15	,3	,1950-01-01T00:00:00Z	,pp. 252-254	,Society for American Archaeology	,fla	,	,
10.2307/2694250,10.2307/2694250	,How Many Frogs Does It Take to Leap around the Americas? Comments on Anderson and Gillam	,John H. Moore	Michael E. Moseley	,American Antiquity	,66	,3	,2001-07-01T00:00:00Z	,pp. 526-529	,Society for American Archaeology	,fla	,	,
10.2307/2694060,10.2307/2694060	,The Recovery and First Analysis of an Early Holocene Human Skeleton from Kennewick_ Washington	,James C. Chatters	,American Antiquity	,65	,2	,2000-04-01T00:00:00Z	,pp. 291-316	,Society for American Archaeology	,fla	,	,
10.2307/276361,10.2307/276361	,The Viru Valley Sequence: A Critical Review	,J. A. Bennyhoff	,American Antiquity	,17	,3	,1952-01-01T00:00:00Z	,pp. 231-249	,Society for American Archaeology	,fla	,	,
10.2307/276211,10.2307/276211	,A Mississippian House from Western Missouri	,J. M. Shippee	,American Antiquity	,26	,2	,1960-10-01T00:00:00Z	,pp. 281-283	,Society for American Archaeology	,fla	,	,
10.2307/276029,10.2307/276029	,A Plains Conference	,Fred Carder	,American Antiquity	,1	,2	,1935-10-01T00:00:00Z	,p. 152	,Society for American Archaeology	,fla	,	,
10.2307/25470444,10.2307/25470444	,Magnetic Evidence of Ridge Construction and Use at Poverty Point	,Michael L. Hargrave	Tad Britt	Matthew D. Reynolds	,American Antiquity	,72	,4	,2007-10-01T00:00:00Z	,pp. 757-769	,Society for American Archaeology	,fla	,	,
10.2307/279490,10.2307/279490	,Economy of a Prehistoric Urban Context: Commodity and Labor Flow at Moche V Pampa Grande_ Peru	,Izumi Shimada	,American Antiquity	,43	,4	,1978-10-01T00:00:00Z	,pp. 569-592	,Society for American Archaeology	,fla	,	,
10.2307/279016,10.2307/279016	,An Efficient_ Inexpensive Arid Lands Flotation System	,Paul Minnis	Steven LeBlanc	,American Antiquity	,41	,4	,1976-10-01T00:00:00Z	,pp. 491-493	,Society for American Archaeology	,fla	,	,
10.2307/278811,10.2307/278811	,Incised Slate Disks from the Atlantic Watershed of Costa Rica	,Doris Stone	Carlos Balser	,American Antiquity	,30	,3	,1965-01-01T00:00:00Z	,pp. 310-329	,Society for American Archaeology	,fla	,	,
10.2307/276345,10.2307/276345	,Ear Spools?	,P. F. Titterington	,American Antiquity	,16	,1	,1950-07-01T00:00:00Z	,pp. 70-71	,Society for American Archaeology	,fla	,	,
10.2307/275321,10.2307/275321	,Conjectures on the Independent Development of the Mogollon Culture	,John Rinaldo	,American Antiquity	,7	,1	,1941-07-01T00:00:00Z	,pp. 5-19	,Society for American Archaeology	,fla	,	,
10.2307/279143,10.2307/279143	,On Explanation in Archaeology: A Rebuttal to Fritz and Plog	,Michael E. Levin	,American Antiquity	,38	,4	,1973-10-01T00:00:00Z	,pp. 387-395	,Society for American Archaeology	,fla	,	,
10.2307/276112,10.2307/276112	,An Authentic "Problematical" from the Ozarks	,Marvin E. Tong_ Jr.	,American Antiquity	,21	,1	,1955-07-01T00:00:00Z	,p. 83	,Society for American Archaeology	,fla	,	,
10.2307/276171,10.2307/276171	,Position and Meaning of a Radiocarbon Sample from the Sheguiandah Site_ Ontario	,Thomas E. Lee	,American Antiquity	,22	,1	,1956-07-01T00:00:00Z	,p. 79	,Society for American Archaeology	,fla	,	,
10.2307/278385,10.2307/278385	,Use of the Cumulative Graph in Temporal Ordering	,Arthur J. Jelinek	,American Antiquity	,28	,2	,1962-10-01T00:00:00Z	,pp. 241-243	,Society for American Archaeology	,fla	,	,
10.2307/276236,10.2307/276236	,The Pit House in the Old World and in Native North America	,Hiroshi Daifuku	,American Antiquity	,18	,1	,1952-07-01T00:00:00Z	,pp. 1-7	,Society for American Archaeology	,fla	,	,
10.2307/277413,10.2307/277413	,The Use of the Term "Mixtec" in Mesoamerican Archaeology	,H. B. Nicholson	,American Antiquity	,26	,3	,1961-01-01T00:00:00Z	,pp. 431-433	,Society for American Archaeology	,fla	,	,
10.2307/275369,10.2307/275369	,Chaco Canyon Masonry	,Frank H. H. Roberts Jr.	,American Antiquity	,4	,1	,1938-07-01T00:00:00Z	,pp. 60-61	,Society for American Archaeology	,fla	,	,
10.2307/282428,10.2307/282428	,Early Cultigens from Fresnal Shelter_ Southeastern New Mexico	,Martyn D. Tagg	,American Antiquity	,61	,2	,1996-04-01T00:00:00Z	,pp. 311-324	,Society for American Archaeology	,fla	,	,
10.2307/40035854,10.2307/40035854	,A Moveable Feast: Variation in Faunal Resource Use among Central and Western North American Paleoindian Sites	,Matthew E. Hill Jr.	,American Antiquity	,72	,3	,2007-07-01T00:00:00Z	,pp. 417-438	,Society for American Archaeology	,fla	,	,
10.2307/40035900,10.2307/40035900	,Correction: Stallings Island Revisited: New Evidence for Occupational History_ Community Pattern_ and Subsistence Technology	,Kenneth E. Sassaman	Meggan E. Blessing	Asa R. Randall	,American Antiquity	,71	,4	,2006-10-01T00:00:00Z	,pp. 796-797	,Society for American Archaeology	,fla	,	,
10.2307/279439,10.2307/279439	,Comparison of Source and Artifact Characterization Data Using a Generalized Distance Measure	,Graeme K. Ward	,American Antiquity	,39	,3	,1974-07-01T00:00:00Z	,pp. 473-477	,Society for American Archaeology	,fla	,	,
10.2307/279227,10.2307/279227	,Expanding Archaeology	,J. Jefferson Reid	William L. Rathje	Michael B. Schiffer	,American Antiquity	,39	,1	,1974-01-01T00:00:00Z	,pp. 125-126	,Society for American Archaeology	,fla	,	,
10.2307/279553,10.2307/279553	,A Quantitative Analysis of Superimpositions in the Rock Art of the Coso Range_ California	,Klaus F. Wellmann	,American Antiquity	,44	,3	,1979-07-01T00:00:00Z	,pp. 546-556	,Society for American Archaeology	,fla	,	,
10.2307/2694699,10.2307/2694699	,Sociopolitical Meaning of Faunal Remains from Baker Village	,Bryan Scott Hockett	,American Antiquity	,63	,2	,1998-04-01T00:00:00Z	,pp. 289-302	,Society for American Archaeology	,fla	,	,
10.2307/278044,10.2307/278044	,Engineering Principles and the Study of Prehistoric Structures: A Substantive Example	,James A. Marshall	,American Antiquity	,34	,2	,1969-04-01T00:00:00Z	,pp. 166-171	,Society for American Archaeology	,fla	,	,
10.2307/2694659,10.2307/2694659	,Maya Lowland Ceramics: A Report from the 1965 Guatemala City Conference	,Gordon R. Willey	T. Patrick Culbert	Richard E. W. Adams	,American Antiquity	,32	,3	,1967-07-01T00:00:00Z	,pp. 289-315	,Society for American Archaeology	,fla	,	,
10.2307/276045,10.2307/276045	,Odell Lake Site: A New Paleo-Indian Campsite in Oregon	,L. S. Cressman	,American Antiquity	,14	,1	,1948-07-01T00:00:00Z	,pp. 57-58	,Society for American Archaeology	,fla	,	,
10.2307/280637,10.2307/280637	,Lithic Procurement in Central Australia: A Closer Look at Binford's Idea of Embeddedness in Archaeology	,Richard A. Gould	Sherry Saggers	,American Antiquity	,50	,1	,1985-01-01T00:00:00Z	,pp. 117-136	,Society for American Archaeology	,fla	,	,
10.2307/278377,10.2307/278377	,Late Quaternary Climates in Arizona	,Ernst Antevs	,American Antiquity	,28	,2	,1962-10-01T00:00:00Z	,pp. 193-198	,Society for American Archaeology	,fla	,	,
10.2307/275034,10.2307/275034	,Another Mayan Hieroglyph for "Day"	,Hermann Beyer	,American Antiquity	,2	,1	,1936-07-01T00:00:00Z	,pp. 13-14	,Society for American Archaeology	,fla	,	,
10.2307/2694313,10.2307/2694313	,Deciphering the Organization of Production in Chaco Canyon	,Catherine M. Cameron	H. Wolcott Toll	,American Antiquity	,66	,1	,2001-01-01T00:00:00Z	,pp. 5-13	,Society for American Archaeology	,fla	,	,
10.2307/276647,10.2307/276647	,Life-Expectancy of Utilitarian Pottery in Tzintzuntzan_ Michoacan_ Mexico	,George M. Foster	,American Antiquity	,25	,4	,1960-04-01T00:00:00Z	,pp. 606-609	,Society for American Archaeology	,fla	,	,
10.2307/276449,10.2307/276449	,A Susquehannock Longhouse	,W. Fred Kinsey	,American Antiquity	,23	,2	,1957-10-01T00:00:00Z	,pp. 180-181	,Society for American Archaeology	,fla	,	,
10.2307/278853,10.2307/278853	,A Possible Case of Cannibalism in the Early Woodland Period of Eastern Georgia	,David Sutton Phelps	Rebekah Burgess	,American Antiquity	,30	,2	,1964-10-01T00:00:00Z	,pp. 199-202	,Society for American Archaeology	,fla	,	,
10.2307/280359,10.2307/280359	,The Zooarchaeology of the Storehouse and the Dry Well at Monticello	,Diana C. Crader	,American Antiquity	,49	,3	,1984-07-01T00:00:00Z	,pp. 542-558	,Society for American Archaeology	,fla	,	,
10.2307/2694779,10.2307/2694779	,Tools Underfoot: Human Trampling as an Agent of Lithic Artifact Edge Modification	,Sally McBrearty	Laura Bishop	Thomas Plummer	Robert Dewar	Nicholas Conard	,American Antiquity	,63	,1	,1998-01-01T00:00:00Z	,pp. 108-129	,Society for American Archaeology	,fla	,	,
10.2307/278534,10.2307/278534	,A Comment on Ford's Review of Early Formative Period of Coastal Ecuador	,Jon D. Muller	,American Antiquity	,33	,2	,1968-04-01T00:00:00Z	,pp. 254-255	,Society for American Archaeology	,fla	,	,
10.2307/2694147,10.2307/2694147	,Refocusing the Role of Food-Grinding Tools as Correlates for Subsistence Strategies in the U.S. Southwest	,Jenny L. Adams	,American Antiquity	,64	,3	,1999-07-01T00:00:00Z	,pp. 475-498	,Society for American Archaeology	,fla	,	,
10.2307/275666,10.2307/275666	,An Unusual Oneota Vessel from Minnesota	,James B. Griffin	,American Antiquity	,11	,2	,1945-10-01T00:00:00Z	,pp. 120-121	,Society for American Archaeology	,fla	,	,
10.2307/278848,10.2307/278848	,Pollen Analysis of Prehistoric Human Feces: A New Approach to Ethnobotany	,Paul S. Martin	Floyd W. Sharrock	,American Antiquity	,30	,2	,1964-10-01T00:00:00Z	,pp. 168-180	,Society for American Archaeology	,fla	,	,
10.2307/279088,10.2307/279088	,A Comment on Curren's "Potential Interpretations of 'Stone Gorget' Function"	,William A. Starna	,American Antiquity	,44	,2	,1979-04-01T00:00:00Z	,pp. 337-341	,Society for American Archaeology	,fla	,	,
10.2307/281933,10.2307/281933	,Subsistence in the Florida Archaic: The Stable-Isotope and Archaeobotanical Evidence from the Windover Site	,Noreen Tuross	Marilyn L. Fogel	Lee Newsom	Glen H. Doran	,American Antiquity	,59	,2	,1994-04-01T00:00:00Z	,pp. 288-303	,Society for American Archaeology	,fla	,	,
10.2307/2694023,10.2307/2694023	,Ceramic Sequences at Tierradentro and San Agustin_ Colombia	,Thomas Carl Patterson	,American Antiquity	,31	,1	,1965-07-01T00:00:00Z	,pp. 66-73	,Society for American Archaeology	,fla	,	,
10.2307/281789,10.2307/281789	,New Evidence concerning the Chronology and Paleoethnobotany of Salts Cave_ Kentucky	,Paul S. Gardner	,American Antiquity	,52	,2	,1987-04-01T00:00:00Z	,pp. 358-367	,Society for American Archaeology	,fla	,	,
10.2307/279722,10.2307/279722	,Experimental Archaeology: A New Outlook	,Stephen C. Saraydar	Izumi Shimada	,American Antiquity	,38	,3	,1973-07-01T00:00:00Z	,pp. 344-350	,Society for American Archaeology	,fla	,	,
10.2307/277673,10.2307/277673	,The Transitional Phase on Long Island	,Glenda F. Boyd	,American Antiquity	,27	,4	,1962-04-01T00:00:00Z	,pp. 473-478	,Society for American Archaeology	,fla	,	,
10.2307/281755,10.2307/281755	,Morphological Projectile Point Typology: Replication Experimentation and Technological Analysis	,J. Jeffrey Flenniken	Anan W. Raymond	,American Antiquity	,51	,3	,1986-07-01T00:00:00Z	,pp. 603-614	,Society for American Archaeology	,fla	,	,
10.2307/281157,10.2307/281157	,The Role of Resolution and Sample Preparation in Hydration Rim Measurement: Implications for Experimentally Determined Hydration Rates	,Barry E. Scheetz	Christopher M. Stevenson	,American Antiquity	,53	,1	,1988-01-01T00:00:00Z	,pp. 110-117	,Society for American Archaeology	,fla	,	,
10.2307/279334,10.2307/279334	,Warfare and the Evolution of the State: A Reconsideration	,David Webster	,American Antiquity	,40	,4	,1975-10-01T00:00:00Z	,pp. 464-470	,Society for American Archaeology	,fla	,	,
10.2307/276886,10.2307/276886	,Cultural Unity and Disunity in the Titicaca Basin	,Wendell C. Bennett	,American Antiquity	,16	,2	,1950-10-01T00:00:00Z	,pp. 89-98	,Society for American Archaeology	,fla	,	,
10.2307/276417,10.2307/276417	,Underground Kiva Passages	,E. Adamson Hoebel	,American Antiquity	,19	,1	,1953-07-01T00:00:00Z	,p. 76	,Society for American Archaeology	,fla	,	,
10.2307/280496,10.2307/280496	,Reflections: Fifty Years of Southwestern Archaeology	,Emil W. Haury	,American Antiquity	,50	,2	,1985-04-01T00:00:00Z	,pp. 383-394	,Society for American Archaeology	,fla	,	,
10.2307/280325,10.2307/280325	,The Preceramic Las Vegas Culture of Coastal Ecuador	,Karen E. Stothert	,American Antiquity	,50	,3	,1985-07-01T00:00:00Z	,pp. 613-637	,Society for American Archaeology	,fla	,	,
10.2307/282434,10.2307/282434	,A Pot is Not a Rock: A Reply to Neff_ Glascock_ Bishop_ and Blackman	,James H. Burton	Arleyn W. Simon	,American Antiquity	,61	,2	,1996-04-01T00:00:00Z	,pp. 405-413	,Society for American Archaeology	,fla	,	,
10.2307/40035883,10.2307/40035883	,Lidar for Archaeological Landscape Analysis: A Case Study of Two Eighteenth-Century Maryland Plantation Sites	,James M. Harmon	Mark P. Leone	Stephen D. Prince	Marcia Snyder	,American Antiquity	,71	,4	,2006-10-01T00:00:00Z	,pp. 649-670	,Society for American Archaeology	,fla	,	,
10.2307/278931,10.2307/278931	,A Prehispanic Irrigation System near Santa Clara Xalostoc in the Basin of Mexico	,William T. Sanders	Robert S. Santley	,American Antiquity	,42	,4	,1977-10-01T00:00:00Z	,pp. 582-588	,Society for American Archaeology	,fla	,	,
10.2307/2694322,10.2307/2694322	,One Person's Food: How and Why Fish Avoidance May Affect the Settlement and Subsistence Patterns of Hunter-Gatherers	,M. E. Malainey	R. Przybylski	B. L. Sherriff	,American Antiquity	,66	,1	,2001-01-01T00:00:00Z	,pp. 141-161	,Society for American Archaeology	,fla	,	,
10.2307/280678,10.2307/280678	,Contact Period Rural Overpopulation in the Basin of Mexico: Carrying-Capacity Models Tested with Documentary Data	,Barbara J. Williams	,American Antiquity	,54	,4	,1989-10-01T00:00:00Z	,pp. 715-732	,Society for American Archaeology	,fla	,	,
10.2307/280165,10.2307/280165	,Debitage Analysis and Archaeological Interpretation	,Alan P. Sullivan_ III	Kenneth C. Rozen	,American Antiquity	,50	,4	,1985-10-01T00:00:00Z	,pp. 755-779	,Society for American Archaeology	,fla	,	,
10.2307/278739,10.2307/278739	,A Long Architectural Sequence at Teotihuacan	,Rene Millon	James A. Bennyhoff	,American Antiquity	,26	,4	,1961-04-01T00:00:00Z	,pp. 516-523	,Society for American Archaeology	,fla	,	,
10.2307/279660,10.2307/279660	,Lowland Maya Subsistence: Notes from Ethnohistory and Ethnography	,Ruben E. Reina	Robert M. Hill_ II	,American Antiquity	,45	,1	,1980-01-01T00:00:00Z	,pp. 74-79	,Society for American Archaeology	,fla	,	,
10.2307/279700,10.2307/279700	,Short Methods for the Identification of Pigments	,Edwin R. Littmann	,American Antiquity	,40	,3	,1975-07-01T00:00:00Z	,pp. 349-353	,Society for American Archaeology	,fla	,	,
10.2307/20622442,10.2307/20622442	,Extensive and Long-Term Specialization: Hohokam Ceramic Production in the Phoenix Basin_ Arizona	,David R. Abbott	,American Antiquity	,74	,3	,2009-07-01T00:00:00Z	,pp. 531-557	,Society for American Archaeology	,fla	,	,
10.2307/278708,10.2307/278708	,Jargon_ Jabber and Long_ Long Words	,Douglas Osborne	,American Antiquity	,33	,3	,1968-07-01T00:00:00Z	,pp. 382-383	,Society for American Archaeology	,fla	,	,
10.2307/278344,10.2307/278344	,Huanuco Viejo: An Inca Administrative Center	,Craig Morris	Donald E. Thompson	,American Antiquity	,35	,3	,1970-07-01T00:00:00Z	,pp. 344-362	,Society for American Archaeology	,fla	,	,
10.2307/279461,10.2307/279461	,Dynastic Genealogies from Tikal_ Guatemala: Implications for Descent and Political Organization	,William A. Haviland	,American Antiquity	,42	,1	,1977-01-01T00:00:00Z	,pp. 61-67	,Society for American Archaeology	,fla	,	,
10.2307/277685,10.2307/277685	,An Olmec Design on an Early Peruvian Vessel	,Michael D. Coe	,American Antiquity	,27	,4	,1962-04-01T00:00:00Z	,pp. 579-580	,Society for American Archaeology	,fla	,	,
10.2307/280144,10.2307/280144	,The Shape of Time: Some Political Implications of a Four-Part Figure	,Clemency Coggins	,American Antiquity	,45	,4	,1980-10-01T00:00:00Z	,pp. 727-739	,Society for American Archaeology	,fla	,	,
10.2307/282144,10.2307/282144	,Stable Isotope Evidence for Maize Horticulture and Paleodiet in Southern Ontario_ Canada	,M. Anne Katzenberg	Henry P. Schwarcz	Martin Knyf	F. Jerome Melbye	,American Antiquity	,60	,2	,1995-04-01T00:00:00Z	,pp. 335-350	,Society for American Archaeology	,fla	,	,
10.2307/278711,10.2307/278711	,Doctrinaire Diffusionism and Acts of Faith	,Patricia J. O'Brien	,American Antiquity	,33	,3	,1968-07-01T00:00:00Z	,pp. 386-388	,Society for American Archaeology	,fla	,	,
10.2307/281215,10.2307/281215	,The Behavioral and Material Correlates of Site Seasonality: Lessons from Navajo Ethnoarchaeology	,Thomas R. Rocek	,American Antiquity	,53	,3	,1988-07-01T00:00:00Z	,pp. 523-536	,Society for American Archaeology	,fla	,	,
10.2307/277288,10.2307/277288	,Probable Use of Stone Projectile Points	,Oren F. Evans	,American Antiquity	,23	,1	,1957-07-01T00:00:00Z	,pp. 83-84	,Society for American Archaeology	,fla	,	,
10.2307/281750,10.2307/281750	,Fertility and the Development of Agriculture in the Prehistoric Midwest	,Jane E. Buikstra	Lyle W. Konigsberg	Jill Bullington	,American Antiquity	,51	,3	,1986-07-01T00:00:00Z	,pp. 528-546	,Society for American Archaeology	,fla	,	,
10.2307/279414,10.2307/279414	,Reply to Kehoe	,Linda S. Cordell	,American Antiquity	,43	,3	,1978-07-01T00:00:00Z	,pp. 501-502	,Society for American Archaeology	,fla	,	,
10.2307/280976,10.2307/280976	,Ceramic Petrography as a Technique for Documenting Cultural Interaction: An Example from the Upper Mississippi Valley	,James B. Stoltman	,American Antiquity	,56	,1	,1991-01-01T00:00:00Z	,pp. 103-120	,Society for American Archaeology	,fla	,	,
