id,doi,title,author,journaltitle,volume,issue,pubdate,pagerange,publisher,type,reviewed-work
10.2307/530358,10.2307/530358	,Publications	,	,Journal of Field Archaeology	,20	,1	,1993-04-01T00:00:00Z	,pp. 105-108	,Maney Publishing	,mis	,	,
10.2307/529305,10.2307/529305	,Impact of Another New Archaeology	,Bob Cunningham	,Journal of Field Archaeology	,1	,3/4	,1974-01-01T00:00:00Z	,pp. 365-369	,Maney Publishing	,fla	,	,
10.2307/529839,10.2307/529839	,	,Ian Hodder	,Journal of Field Archaeology	,16	,3	,1989-10-01T00:00:00Z	,pp. 345-348	,Maney Publishing	,brv	,What Is Archaeology? An essay on the Nature of Archaeological Research|Paul Courbin;Paul Bahn	,
10.2307/529279,10.2307/529279	,The Dawn of Iron Smelting in Palestine: The Late Bronze Age Smelter at Tel Yin'am_ Preliminary Report	,Harold Liebowitz	Robert Folk	,Journal of Field Archaeology	,11	,3	,1984-10-01T00:00:00Z	,pp. 265-280	,Maney Publishing	,fla	,	,
10.2307/529846,10.2307/529846	,Editorial Comment	,C. G.	,Journal of Field Archaeology	,22	,1	,1995-04-01T00:00:00Z	,p. 1	,Maney Publishing	,mis	,	,
10.2307/529652,10.2307/529652	,Back Matter	,	,Journal of Field Archaeology	,4	,2	,1977-07-01T00:00:00Z	,pp. 267-273	,Maney Publishing	,mis	,	,
10.2307/529636,10.2307/529636	,The Cape Gelidonya Shipwreck and the Bronze Age Metals Trade in the Eastern Mediterranean	,James D. Muhly	Tamara Stech Wheeler	Robert Maddin	,Journal of Field Archaeology	,4	,3	,1977-10-01T00:00:00Z	,pp. 353-362	,Maney Publishing	,fla	,	,
10.2307/529584,10.2307/529584	,Verifying the Reliability of Lithic Use-Wear Assessments by 'Blind Tests': The Low-Power Approach	,George Hamley Odell	Frieda Odell-Vereecken	,Journal of Field Archaeology	,7	,1	,1980-04-01T00:00:00Z	,pp. 87-120	,Maney Publishing	,fla	,	,
10.2307/530676,10.2307/530676	,The First Field Season of Excavations at the Alto del Molino Site_ Pisco Valley_ Peru	,Helaine Silverman	,Journal of Field Archaeology	,24	,4	,1997-12-01T00:00:00Z	,pp. 441-457	,Maney Publishing	,fla	,	,
10.2307/529908,10.2307/529908	,Editorial Commentary	,Creighton Gabel	,Journal of Field Archaeology	,13	,1	,1986-04-01T00:00:00Z	,pp. 1-6	,Maney Publishing	,mis	,	,
10.2307/530411,10.2307/530411	,	,Ian Hodder	,Journal of Field Archaeology	,18	,4	,1991-12-01T00:00:00Z	,pp. 496-498	,Maney Publishing	,brv	,The Passage of Arms. An Archaeological Analysis of Prehistoric Hoards and Votive Deposits|Richard Bradley	,
10.2307/529569,10.2307/529569	,Muralla de Leon: A Lowland Maya Fortification	,Don S. Rice	Prudence M. Rice	,Journal of Field Archaeology	,8	,3	,1981-10-01T00:00:00Z	,pp. 271-288	,Maney Publishing	,fla	,	,
10.2307/529434,10.2307/529434	,Front Matter	,	,Journal of Field Archaeology	,3	,3	,1976-01-01T00:00:00Z	,	,Maney Publishing	,mis	,	,
10.2307/529930,10.2307/529930	,	,John Taylor	,Journal of Field Archaeology	,19	,3	,1992-10-01T00:00:00Z	,pp. 409-413	,Maney Publishing	,brv	,The Hidden Tombs of Memphis: New Discoveries from the Time of Tutankhamun and Ramesses the Great|Geoffrey T. Martin	,
10.2307/530599,10.2307/530599	,	,Murray McClellan	,Journal of Field Archaeology	,27	,2	,2000-07-01T00:00:00Z	,pp. 226-230	,Maney Publishing	,brv	,The Archaeology of the Iberians|Arturo Ruiz;Manuel Molinos;Mary Turton	,
10.2307/3181484,10.2307/3181484	,Neolithic Transhumance in the Black Forest Mountains_ SW Germany	,Tobias L. Kienlin	Pawel Valde-Nowak	,Journal of Field Archaeology	,29	,1/2	,2002-04-01T00:00:00Z	,pp. 29-44	,Maney Publishing	,fla	,	,
10.2307/529391,10.2307/529391	,Errata: A Preliminary Report on the Excavations at Tepe Sharafabad_ 1971	,Robert M. Schacht	,Journal of Field Archaeology	,3	,2	,1976-01-01T00:00:00Z	,p. 240	,Maney Publishing	,fla	,	,
10.2307/529335,10.2307/529335	,Front Matter	,	,Journal of Field Archaeology	,11	,1	,1984-04-01T00:00:00Z	,	,Maney Publishing	,mis	,	,
10.2307/529602,10.2307/529602	,The Antiquities Market	,Karen D. Vitelli	,Journal of Field Archaeology	,7	,3	,1980-10-01T00:00:00Z	,pp. 381-388	,Maney Publishing	,fla	,	,
10.2307/40023505,10.2307/40023505	,	,Marni Blake Walter	,Journal of Field Archaeology	,31	,3	,2006-10-01T00:00:00Z	,pp. 346-349	,Maney Publishing	,brv	,Heritage Values in Site Management: Four Case Studies|Marta de la Torre;Margaret G. H. Maclean;Randall Mason;David Myers	,
10.2307/530680,10.2307/530680	,	,Marc De Bie	,Journal of Field Archaeology	,24	,4	,1997-12-01T00:00:00Z	,pp. 495-500	,Maney Publishing	,brv	,Humans at the End of the Ice Age: The Archaeology of the Pleistocene-Holocene Transition|Lawrence Guy Straus;Berit Valentin Eriksen;Jon M. Erlandson;David R. Yesner	Les Derniers Chasseurs de Rennes du Monde Pyrénéen: L'abri Dufaure: un Gisement Tardiglaciaire en Gascogne|Lawrence Guy Straus	The Late Palaeolithic Habitation of Haule V: From Excavation Report to the Reconstruction of Federmesser Settlement Patterns and Land-Use|P. Houtsma;E. Kramer;R. R. Newell;J. L. Smit	,
10.2307/3181466,10.2307/3181466	,Ceramics Technology at Late Classic K'axob_ Belize	,Sandra L. López Varela	Patricia A. McAnany	Kimberly A. Berry	,Journal of Field Archaeology	,28	,1/2	,2001-04-01T00:00:00Z	,pp. 177-191	,Maney Publishing	,fla	,	,
10.2307/529872,10.2307/529872	,	,David Stuart	,Journal of Field Archaeology	,21	,2	,1994-07-01T00:00:00Z	,pp. 251-253	,Maney Publishing	,brv	,Mesoamerican Writing Systems: Propaganda_ Myth_ and History in Four Ancient Civilizations|Joyce Marcus	,
10.2307/529922,10.2307/529922	,Excavations at Opovo_ 1985-1987: Socioeconomic Change in the Balkan Neolithic	,Ruth Tringham	Bogdan Brukner	Timothy Kaiser	Ksenija Borojević	Ljubomir Bukvić	Petar Šteli	Nerissa Russell	Mirjana Stevanović	Barbara Voytek	,Journal of Field Archaeology	,19	,3	,1992-10-01T00:00:00Z	,pp. 351-386	,Maney Publishing	,fla	,	,
10.2307/530350,10.2307/530350	,Editorial Comment	,C. G.	,Journal of Field Archaeology	,20	,1	,1993-04-01T00:00:00Z	,p. 1	,Maney Publishing	,mis	,	,
10.2307/530320,10.2307/530320	,Ancient Maya Wetland Agricultural Fields in Cobweb Swamp_ Belize: Construction_ Chronology_ and Function	,John S. Jacob	,Journal of Field Archaeology	,22	,2	,1995-07-01T00:00:00Z	,pp. 175-190	,Maney Publishing	,fla	,	,
10.2307/40025560,10.2307/40025560	,House Remains at the Netarts Sandspit Village_ Oregon	,Robert J. Losey	,Journal of Field Archaeology	,30	,4	,2005-12-01T00:00:00Z	,pp. 401-417	,Maney Publishing	,fla	,	,
10.2307/530359,10.2307/530359	,	,Susan E. Alcock	,Journal of Field Archaeology	,20	,1	,1993-04-01T00:00:00Z	,pp. 109-112	,Maney Publishing	,brv	,Roman Landscapes: Archaeological Survey in the Mediterranean Region|Graeme Barker;John Lloyd	,
10.2307/530047,10.2307/530047	,Publications	,	,Journal of Field Archaeology	,15	,4	,1988-12-01T00:00:00Z	,pp. 451-456	,Maney Publishing	,mis	,	,
10.2307/529589,10.2307/529589	,Back Matter	,	,Journal of Field Archaeology	,7	,1	,1980-04-01T00:00:00Z	,p. 147	,Maney Publishing	,mis	,	,
10.2307/529952,10.2307/529952	,A Computerized Architectural and Topographical Survey of Ancient Corinth	,David Gilman Romano	Benjamin C. Schoenbrun	,Journal of Field Archaeology	,20	,2	,1993-07-01T00:00:00Z	,pp. 177-190	,Maney Publishing	,fla	,	,
10.2307/530065,10.2307/530065	,News and Short Contributions	,Kevin O. Pope	Bruce H. Dahlin	R. E. W. Adams	,Journal of Field Archaeology	,20	,3	,1993-10-01T00:00:00Z	,pp. 379-383	,Maney Publishing	,fla	,	,
10.2307/530295,10.2307/530295	,News and Short Contributions	,Ernst Prokop	Roy A. Salls	,Journal of Field Archaeology	,12	,2	,1985-07-01T00:00:00Z	,pp. 251-255	,Maney Publishing	,fla	,	,
10.2307/530035,10.2307/530035	,	,Patricia A. McAnany	,Journal of Field Archaeology	,17	,3	,1990-10-01T00:00:00Z	,pp. 354-358	,Maney Publishing	,brv	,Ancient Trade and Tribute: Economies of the Soconusco Region of Mesoamerica|Barbara Voorhies	,
10.2307/529440,10.2307/529440	,Worn and Corroded Coins: Their Importance for the Archaeologist	,Alan Walker	,Journal of Field Archaeology	,3	,3	,1976-01-01T00:00:00Z	,pp. 329-334	,Maney Publishing	,fla	,	,
10.2307/530545,10.2307/530545	,Shell Ornament Consumption in a Classic Hohokam Platform Mound Community Center	,James M. Bayman	,Journal of Field Archaeology	,23	,4	,1996-12-01T00:00:00Z	,pp. 403-420	,Maney Publishing	,fla	,	,
10.2307/530256,10.2307/530256	,Simulated Archaeological Levels and the Analysis of Le Flageolet II_ the Dordogne_ France	,Todd A. Koetje	,Journal of Field Archaeology	,18	,2	,1991-07-01T00:00:00Z	,pp. 187-198	,Maney Publishing	,fla	,	,
10.2307/529304,10.2307/529304	,The Northeast Asian - Northwest American Microblade Tradition (NANAMT)	,Jason W. Smith	,Journal of Field Archaeology	,1	,3/4	,1974-01-01T00:00:00Z	,pp. 347-364	,Maney Publishing	,fla	,	,
10.2307/529443,10.2307/529443	,Perspectives	,Fikret K. Yegul	,Journal of Field Archaeology	,3	,3	,1976-01-01T00:00:00Z	,p. 357	,Maney Publishing	,fla	,	,
10.2307/530067,10.2307/530067	,Back Matter	,	,Journal of Field Archaeology	,20	,3	,1993-10-01T00:00:00Z	,p. 388	,Maney Publishing	,mis	,	,
10.2307/529486,10.2307/529486	,Archaeometric Clearinghouse	,Curt W. Beck	,Journal of Field Archaeology	,9	,2	,1982-07-01T00:00:00Z	,pp. 279-280	,Maney Publishing	,fla	,	,
10.2307/530514,10.2307/530514	,Economic Implications of Possible Storage Structures at Tell Ziyadeh_ NE Syria	,Frank Hole	,Journal of Field Archaeology	,26	,3	,1999-10-01T00:00:00Z	,pp. 267-283	,Maney Publishing	,fla	,	,
10.2307/529848,10.2307/529848	,Architecture and Symbolism in Transitional Pueblo Development in the Mimbres Valley_ SW New Mexico	,Harry J. Shafer	,Journal of Field Archaeology	,22	,1	,1995-04-01T00:00:00Z	,pp. 23-47	,Maney Publishing	,fla	,	,
10.2307/530656,10.2307/530656	,Front Matter	,	,Journal of Field Archaeology	,26	,2	,1999-07-01T00:00:00Z	,pp. 162-242	,Maney Publishing	,mis	,	,
10.2307/40026182,10.2307/40026182	,The Changing Pre-Dorset Landscape of SW Hudson Bay_ Canada	,Lisa M. Hodgetts	,Journal of Field Archaeology	,32	,4	,2007-12-01T00:00:00Z	,pp. 353-367	,Maney Publishing	,fla	,	,
10.2307/529501,10.2307/529501	,News and Short Contributions	,Norman Hammond	Michael Ester	Anna Benjamin	S. Alan Skinner	,Journal of Field Archaeology	,5	,4	,1978-12-01T00:00:00Z	,pp. 484-490	,Maney Publishing	,fla	,	,
10.2307/530220,10.2307/530220	,Experiments with Spears and Arrows on Animal Targets	,George H. Odell	Frank Cowan	,Journal of Field Archaeology	,13	,2	,1986-07-01T00:00:00Z	,pp. 195-212	,Maney Publishing	,fla	,	,
10.2307/529748,10.2307/529748	,Neutron-Activation Study of Figurines_ Pottery_ and Workshop Materials from the Athenian Agora_ Greece	,Dominique Fillieres	Garman Harbottle	Edward V. Sayre	,Journal of Field Archaeology	,10	,1	,1983-04-01T00:00:00Z	,pp. 55-69	,Maney Publishing	,fla	,	,
10.2307/530288,10.2307/530288	,The Cambridge/Bradford Boeotian Expedition: The First Four Years	,J. L. Bintliff	A. M. Sondgrass	,Journal of Field Archaeology	,12	,2	,1985-07-01T00:00:00Z	,pp. 123-161	,Maney Publishing	,fla	,	,
10.2307/530580,10.2307/530580	,Ceramic Vessel Size Estimation from Sherds: An Experiment and a Case Study	,Michael E. Whalen	,Journal of Field Archaeology	,25	,2	,1998-07-01T00:00:00Z	,pp. 219-227	,Maney Publishing	,fla	,	,
10.2307/529842,10.2307/529842	,	,Al B. Wesolowsky	,Journal of Field Archaeology	,16	,3	,1989-10-01T00:00:00Z	,pp. 352-353	,Maney Publishing	,brv	,Archaeological Insights into the Custer Battle: An Assessment of the 1984 Field Season|Douglas D. Scott;Richard A. Fox_ Jr.	,
10.2307/529971,10.2307/529971	,The Antiquities Market	,Ellen Herscher	,Journal of Field Archaeology	,12	,4	,1985-12-01T00:00:00Z	,pp. 469-481	,Maney Publishing	,fla	,	,
10.2307/530002,10.2307/530002	,Land Use and Soil Erosion in Prehistoric and Historical Greece	,Tjeerd H. van Andel	Eberhard Zangger	Anne Demitrack	,Journal of Field Archaeology	,17	,4	,1990-12-01T00:00:00Z	,pp. 379-396	,Maney Publishing	,fla	,	,
10.2307/529971,10.2307/529971	,The Antiquities Market	,Ellen Herscher	,Journal of Field Archaeology	,12	,4	,1985-12-01T00:00:00Z	,pp. 469-481	,Maney Publishing	,fla	,	,
10.2307/529871,10.2307/529871	,	,Norman Hammond	,Journal of Field Archaeology	,21	,2	,1994-07-01T00:00:00Z	,pp. 249-251	,Maney Publishing	,brv	,Pitt Rivers. The Life and Archaeological Work of Lieutenant-General Augustus Henry Lane Fox Pitt Rivers_ DCL_ FRS_ FSA|Mark Bowden	,
10.2307/530416,10.2307/530416	,	,Elizabeth R. Gebhard	,Journal of Field Archaeology	,18	,4	,1991-12-01T00:00:00Z	,pp. 513-515	,Maney Publishing	,brv	,Paestum: Greeks and Romans in Southern Italy|John Griffiths Pedley	,
10.2307/529951,10.2307/529951	,Native Responses to the Russian Mercantile Colony of Fort Ross_ Northern California	,Kent G. Lightfoot	Thomas A. Wake	Ann M. Schiff	,Journal of Field Archaeology	,20	,2	,1993-07-01T00:00:00Z	,pp. 159-175	,Maney Publishing	,fla	,	,
10.2307/529799,10.2307/529799	,Preservation and Rescue	,Thomas F. King	,Journal of Field Archaeology	,8	,4	,1981-12-01T00:00:00Z	,pp. 505-509	,Maney Publishing	,fla	,	,
10.2307/529972,10.2307/529972	,News and Short Contributions	,John M. Fitzgerald	Patrick C. Vaughan	Dieter Noli	Kay Tarble	,Journal of Field Archaeology	,12	,4	,1985-12-01T00:00:00Z	,pp. 483-501	,Maney Publishing	,fla	,	,
10.2307/529870,10.2307/529870	,	,Clive Gamble	,Journal of Field Archaeology	,21	,2	,1994-07-01T00:00:00Z	,pp. 244-249	,Maney Publishing	,brv	,Clovis: Origins and Adaptations|Robson Bonnichsen;Karen L. Turnmire	Prehistoric Hunters of the High Plains|George C. Frison	Ice Age Hunters of the Rockies|Dennis J. Stanford;Jane S. Day	,
10.2307/529945,10.2307/529945	,	,Karl W. Butzer	,Journal of Field Archaeology	,18	,3	,1991-10-01T00:00:00Z	,pp. 394-397	,Maney Publishing	,brv	,Packrat Middens: The Last 40_000 Years of Biotic Change|Julio L. Betancourt;Thomas R. Van Devender;Paul S. Martin	,
10.2307/529841,10.2307/529841	,	,Ricardo J. Elia	,Journal of Field Archaeology	,16	,3	,1989-10-01T00:00:00Z	,pp. 350-352	,Maney Publishing	,brv	,Wood Quay: The Clash over Dublin's Viking Past|Thomas Farel Heffernan	,
10.2307/529993,10.2307/529993	,	,Heidy Fogel	,Journal of Field Archaeology	,19	,2	,1992-07-01T00:00:00Z	,pp. 253-254	,Maney Publishing	,brv	,The Northern Dynasties: Kingship and Statecraft in Chimor|Michael E. Moseley;Alana Cordy-Collins	,
10.2307/529988,10.2307/529988	,	,Clemency Chase Coggins	,Journal of Field Archaeology	,19	,2	,1992-07-01T00:00:00Z	,pp. 232-234	,Maney Publishing	,brv	,The Uses of Style in Archaeology|Margaret W. Conkey;Christine A. Hastorf	,
10.2307/529724,10.2307/529724	,Restoration_ Conservation_ and Excavation at the Necropolis of Anemurium_ Turkey_ 1974-75	,James Russell	,Journal of Field Archaeology	,4	,1	,1977-04-01T00:00:00Z	,pp. 45-62	,Maney Publishing	,fla	,	,
10.2307/40025829,10.2307/40025829	,	,Susan E. Alcock	,Journal of Field Archaeology	,30	,1	,2005-04-01T00:00:00Z	,pp. 99-100	,Maney Publishing	,brv	,Rural Settlement in Hellenistic and Roman Crete: The Akrotiri Peninsula|Holly Alane Raab	,
10.2307/530122,10.2307/530122	,Publications	,	,Journal of Field Archaeology	,13	,3	,1986-10-01T00:00:00Z	,pp. 347-349	,Maney Publishing	,mis	,	,
10.2307/529518,10.2307/529518	,Late Quaternary History of the Coastal Zone near Franchthi Cave_ Southern Argolid_ Greece	,Tjeerd H. van Andel	Thomas W. Jacobsen	Jon B. Jolly	Nikolaos Lianos	,Journal of Field Archaeology	,7	,4	,1980-12-01T00:00:00Z	,pp. 389-402	,Maney Publishing	,fla	,	,
10.2307/530039,10.2307/530039	,Back Matter	,	,Journal of Field Archaeology	,17	,3	,1990-10-01T00:00:00Z	,	,Maney Publishing	,mis	,	,
10.2307/530227,10.2307/530227	,Front Matter	,	,Journal of Field Archaeology	,14	,4	,1987-12-01T00:00:00Z	,pp. 464-504	,Maney Publishing	,mis	,	,
10.2307/530012,10.2307/530012	,	,Mark Horton	,Journal of Field Archaeology	,17	,4	,1990-12-01T00:00:00Z	,pp. 485-488	,Maney Publishing	,brv	,Ceramic Industries of Medieval Nubia|William Y. Adams	,
10.2307/530589,10.2307/530589	,Wetland Manipulation in the Yalahau Region of the Northern Maya Lowlands	,Scott L. Fedick	Bethany A. Morrison	Bente Juhl Andersen	Sylviane Boucher	Jorge Ceja Acosta	Jennifer P. Mathews	,Journal of Field Archaeology	,27	,2	,2000-07-01T00:00:00Z	,pp. 131-152	,Maney Publishing	,fla	,	,
10.2307/530173,10.2307/530173	,Back Matter	,	,Journal of Field Archaeology	,13	,4	,1986-12-01T00:00:00Z	,	,Maney Publishing	,mis	,	,
10.2307/530409,10.2307/530409	,Publications	,	,Journal of Field Archaeology	,18	,4	,1991-12-01T00:00:00Z	,pp. 487-493	,Maney Publishing	,mis	,	,
10.2307/529955,10.2307/529955	,Laboratory Automation: Computer-Linked Measurement Devices and Videomicroscopy	,L. Mark Raab	,Journal of Field Archaeology	,20	,2	,1993-07-01T00:00:00Z	,pp. 219-224	,Maney Publishing	,fla	,	,
10.2307/530357,10.2307/530357	,Public Archaeology Forum	,Hester A. Davis	,Journal of Field Archaeology	,20	,1	,1993-04-01T00:00:00Z	,pp. 97-104	,Maney Publishing	,fla	,	,
10.2307/40024949,10.2307/40024949	,	,John Edward Terrell	,Journal of Field Archaeology	,30	,2	,2005-07-01T00:00:00Z	,pp. 222-223	,Maney Publishing	,brv	,Pacific Archaeology: Assessments and Prospects|Christophe Sand	,
10.2307/530284,10.2307/530284	,News and Short Contributions	,Kathryn A. Bard	Richard L. Burger	William J. Folan	Susan Keech McIntosh	Kevin C. MacDonald	Richard Ekman	,Journal of Field Archaeology	,16	,4	,1989-12-01T00:00:00Z	,pp. 475-496	,Maney Publishing	,fla	,	,
10.2307/3181444,10.2307/3181444	,Taphonomy at Hermies_ France: A Mousterian Knapping Site in a Loessic Context	,Luc Vallin	Bertrand Masson	Jean-Paul Caspar	,Journal of Field Archaeology	,28	,3/4	,2001-10-01T00:00:00Z	,pp. 419-436	,Maney Publishing	,fla	,	,
10.2307/529311,10.2307/529311	,The Antiquities Market	,	,Journal of Field Archaeology	,1	,3/4	,1974-01-01T00:00:00Z	,pp. 390-395	,Maney Publishing	,fla	,	,
10.2307/529448,10.2307/529448	,Problems in Data Recovery and Measurement in Settlement Archaeology	,Kenneth G. Hirth	,Journal of Field Archaeology	,5	,2	,1978-07-01T00:00:00Z	,pp. 125-131	,Maney Publishing	,fla	,	,
10.2307/529688,10.2307/529688	,Perspectives	,J. L. Benson	,Journal of Field Archaeology	,9	,4	,1982-12-01T00:00:00Z	,pp. 554-555	,Maney Publishing	,fla	,	,
10.2307/529874,10.2307/529874	,News and Short Contributions	,Lawrence H. Robbins	Michael L. Murphy	Kathlyn M. Stewart	Alec C. Campbell	George A. Brook	,Journal of Field Archaeology	,21	,2	,1994-07-01T00:00:00Z	,pp. 257-264	,Maney Publishing	,fla	,	,
10.2307/530263,10.2307/530263	,	,Robert W. Preucel	,Journal of Field Archaeology	,18	,2	,1991-07-01T00:00:00Z	,pp. 230-234	,Maney Publishing	,brv	,Farmers as Hunters: The Implications of Sedentism|Susan Kent	Dynamics of Southwest Prehistory|Linda S. Cordell;George J. Gumerman	,
10.2307/530592,10.2307/530592	,Assessing Bias in Archaeological Shell Assemblages	,Evan Peacock	,Journal of Field Archaeology	,27	,2	,2000-07-01T00:00:00Z	,pp. 183-196	,Maney Publishing	,fla	,	,
10.2307/529824,10.2307/529824	,Introduction	,	,Journal of Field Archaeology	,17	,2	,1990-07-01T00:00:00Z	,p. 219	,Maney Publishing	,mis	,	,
10.2307/529587,10.2307/529587	,News and Short Contributions	,Donald Sedgwick	John M. Fossey	Michael Attas	,Journal of Field Archaeology	,7	,1	,1980-04-01T00:00:00Z	,pp. 133-146	,Maney Publishing	,fla	,	,
10.2307/40024727,10.2307/40024727	,	,João Zilhão	,Journal of Field Archaeology	,31	,1	,2006-04-01T00:00:00Z	,pp. 117-120	,Maney Publishing	,brv	,Neanderthals in the Levant: Behavioral Organization and the Beginnings of Human Modernity|Donald O. Henry	,
10.2307/530326,10.2307/530326	,	,Michael J. Shott	,Journal of Field Archaeology	,22	,2	,1995-07-01T00:00:00Z	,pp. 248-252	,Maney Publishing	,brv	,From Kostenki to Clovis: Upper Paleolithic--Paleo-Indian Adaptations|Olga Soffer;N. D. Praslov	,
10.2307/530273,10.2307/530273	,Back Matter	,	,Journal of Field Archaeology	,18	,2	,1991-07-01T00:00:00Z	,p. 274	,Maney Publishing	,mis	,	,
10.2307/529542,10.2307/529542	,Nohmul_ Belize: 1982 Investigations	,Norman Hammond	,Journal of Field Archaeology	,10	,3	,1983-10-01T00:00:00Z	,pp. 245-254	,Maney Publishing	,fla	,	,
10.2307/529507,10.2307/529507	,Archaeological Test Excavations at Arryl House_ Clermont_ New York	,Dennis L. Wentworth	,Journal of Field Archaeology	,6	,1	,1979-04-01T00:00:00Z	,pp. 29-39	,Maney Publishing	,fla	,	,
10.2307/529727,10.2307/529727	,The Antiquities Market	,Karen D. Vitelli	,Journal of Field Archaeology	,4	,1	,1977-04-01T00:00:00Z	,pp. 107-123	,Maney Publishing	,fla	,	,
10.2307/529370,10.2307/529370	,Front Matter	,	,Journal of Field Archaeology	,12	,1	,1985-04-01T00:00:00Z	,	,Maney Publishing	,mis	,	,
10.2307/529761,10.2307/529761	,The Antiquities Market	,Karen D. Vitelli	,Journal of Field Archaeology	,7	,2	,1980-07-01T00:00:00Z	,pp. 241-244	,Maney Publishing	,fla	,	,
10.2307/529995,10.2307/529995	,	,Lane A. Beck	,Journal of Field Archaeology	,19	,2	,1992-07-01T00:00:00Z	,pp. 257-259	,Maney Publishing	,brv	,Human Osteology|Tim D. White	,
10.2307/530707,10.2307/530707	,	,Henry Cleere	,Journal of Field Archaeology	,26	,4	,1999-12-01T00:00:00Z	,pp. 461-462	,Maney Publishing	,brv	,The Salisbury Hoard|Ian M. Stead	,
10.2307/529979,10.2307/529979	,More on Hafted Projectile Points in the Mousterian	,Rose L. Solecki	,Journal of Field Archaeology	,19	,2	,1992-07-01T00:00:00Z	,pp. 207-212	,Maney Publishing	,fla	,	,
10.2307/530660,10.2307/530660	,Alluvial Burial of Gordion_ an Iron-Age City in Anatolia	,Ben Marsh	,Journal of Field Archaeology	,26	,2	,1999-07-01T00:00:00Z	,pp. 163-175	,Maney Publishing	,fla	,	,
10.2307/3181492,10.2307/3181492	,The Recuay Culture of Peru's North-Central Highlands: A Reappraisal of Chronology and Its Implications	,George F. Lau	,Journal of Field Archaeology	,29	,1/2	,2002-04-01T00:00:00Z	,pp. 177-202	,Maney Publishing	,fla	,	,
10.2307/530648,10.2307/530648	,Front Matter	,	,Journal of Field Archaeology	,27	,1	,2000-04-01T00:00:00Z	,pp. 42-74	,Maney Publishing	,mis	,	,
10.2307/3181496,10.2307/3181496	,	,Elizabeth P. Baughan	,Journal of Field Archaeology	,29	,1/2	,2002-04-01T00:00:00Z	,pp. 225-228	,Maney Publishing	,brv	,Aspects of Empire in Achaemenid Sardis|Elspeth R. M. Dusinberre	,
10.2307/529407,10.2307/529407	,Front Matter	,	,Journal of Field Archaeology	,8	,2	,1981-07-01T00:00:00Z	,	,Maney Publishing	,mis	,	,
10.2307/530581,10.2307/530581	,Publications	,	,Journal of Field Archaeology	,25	,2	,1998-07-01T00:00:00Z	,pp. 229-232	,Maney Publishing	,mis	,	,
10.2307/530434,10.2307/530434	,	,Francis B. Harrold	,Journal of Field Archaeology	,19	,4	,1992-12-01T00:00:00Z	,pp. 521-524	,Maney Publishing	,brv	,Fantastic Archaeology: The Wild Side of North American Prehistory|Stephen Williams	,
10.2307/40024948,10.2307/40024948	,	,Christopher H. Roosevelt	,Journal of Field Archaeology	,30	,2	,2005-07-01T00:00:00Z	,pp. 218-222	,Maney Publishing	,brv	,Mediterranean Archaeological Landscapes: Current Issues|Effie F. Athanassopoulos;Luann Wandsnider	,
10.2307/530579,10.2307/530579	,Bone Collagen Preservation at the Roonka Flat Aboriginal Burial Ground: A Natural Laboratory	,F. Donald Pate	,Journal of Field Archaeology	,25	,2	,1998-07-01T00:00:00Z	,pp. 203-217	,Maney Publishing	,fla	,	,
10.2307/530653,10.2307/530653	,Moving beyond Iconography: Neutron Activation Analysis of Ceramics from Marcaya_ Peru_ an Early Nasca Domestic Site	,Kevin J. Vaughn	Hector Neff	,Journal of Field Archaeology	,27	,1	,2000-04-01T00:00:00Z	,pp. 75-90	,Maney Publishing	,fla	,	,
10.2307/530042,10.2307/530042	,Acheulian Sites along the "Radar Rivers_" Southern Egyptian Sahara	,William P. McHugh	Carol S. Breed	Gerald G. Schaber	John F. McCauley	Barney J. Szabo	,Journal of Field Archaeology	,15	,4	,1988-12-01T00:00:00Z	,pp. 361-379	,Maney Publishing	,fla	,	,
10.2307/529412,10.2307/529412	,Mesoamerican Obsidian Blades: An Experimental Approach to Function	,Suzanne M. Lewenstein	,Journal of Field Archaeology	,8	,2	,1981-07-01T00:00:00Z	,pp. 175-188	,Maney Publishing	,fla	,	,
10.2307/529973,10.2307/529973	,Back Matter	,	,Journal of Field Archaeology	,12	,4	,1985-12-01T00:00:00Z	,pp. 503-505	,Maney Publishing	,mis	,	,
10.2307/530404,10.2307/530404	,Front Matter	,	,Journal of Field Archaeology	,18	,4	,1991-12-01T00:00:00Z	,pp. 444-532	,Maney Publishing	,mis	,	,
10.2307/530715,10.2307/530715	,	,Michael J. O'Brien	,Journal of Field Archaeology	,26	,4	,1999-12-01T00:00:00Z	,pp. 478-481	,Maney Publishing	,brv	,Sociocultural Evolution|Bruce G. Trigger	,
10.2307/529535,10.2307/529535	,The Antiquities Market	,Karen D. Vitelli	,Journal of Field Archaeology	,9	,1	,1982-04-01T00:00:00Z	,pp. 119-125	,Maney Publishing	,fla	,	,
10.2307/3181446,10.2307/3181446	,Publications: New Archaeological Books and Journals	,	,Journal of Field Archaeology	,28	,3/4	,2001-10-01T00:00:00Z	,pp. 449-456	,Maney Publishing	,mis	,	,
10.2307/529628,10.2307/529628	,Perspectives	,Julian H. Whittlesey	,Journal of Field Archaeology	,2	,1/2	,1975-01-01T00:00:00Z	,p. 180	,Maney Publishing	,fla	,	,
